1.37035407631 ||| Strategie republikánské strany proti Obamovu znovuzvolení ||| Republikán strategii v boji proti znovuzvolení Obamy
1.16252955282 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Opravdu, republikánští právníci odhalily 300 případů volebních podvodů ve Spojených státech za posledních deset let.
1.20360061546 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Ostatně republikánské právníci označili pouze 300 případů volebních podvodů ve Spojených státech za deset let.
1.10340786402 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Skutečně, republikánský právníci označili pouze 300 případy volebních podvodů ve spojených státech za posledních deset let.
1.02098562781 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Skutečně republikánští právníci zjistili pouze 300 případů volebních podvodů ve spojených státech v roce.
1.18160064687 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Jistě, republikánští právníci zjistili pouze 300 případy volebních podvodů ve spojených státech za posledních deset let.
0.99972917437 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Vskutku, republikán právníci označeny pouze 300 případů z volebních podvodů ve Spojených státech za poslední desetiletí.
0.692562864068 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Opravdu, právníci republikána poznali jen 300 případů volebního podvodu ve Spojených státech v desetiletí.
1.09055749713 ||| Republikánští advokáti ostatně za posledních deset let zaznamenali pouze 300 případů volebních podvodů v USA. ||| Vskutku, republikánský právníci pouze 300 případů volebních podvodů ve Spojených státech v posledních deseti letech.
1.63314869307 ||| Jedno je jisté: tato nová ustanovení budou mít negativní dopad na volební účast. ||| Jedno je jisté: Tato nová ustanovení budou mít negativní dopad na voliče.
1.11903388285 ||| Jedno je jisté: tato nová ustanovení budou mít negativní dopad na volební účast. ||| Jedna věc je jistá: tato nová opatření budou mít negativní dopad na výrobu voličů.
1.38826862537 ||| Jedno je jisté: tato nová ustanovení budou mít negativní dopad na volební účast. ||| Jedna věc je jistá: tato nová ustanovení bude mít negativní dopad na účast voličů.
1.57804479374 ||| Jedno je jisté: tato nová ustanovení budou mít negativní dopad na volební účast. ||| Jedna věc je jistá: nová opatření budou mít negativní vliv na volební účast.
1.29757421598 ||| Jedno je jisté: tato nová ustanovení budou mít negativní dopad na volební účast. ||| Jedna věc je jistá: tato nová ustanovení budou mít negativní dopad na výrobu voličů.
2.03336967715 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu, že opatření budou částečně podkopat americký demokratický systém.
2.07078773167 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu opatření částečně naruší americký demokratický systém.
2.15406105539 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu se opatření bude částečně podkopat americký demokratický systém.
1.83460331222 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu, míry chtějí částečně podkopat americký demokratický systém.
2.13516538435 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu by se opatření bude částečně podkopat americký demokratický systém.
1.70950736986 ||| V tomto smyslu tato opatření částečně podkopou americký demokratický systém. ||| V tomto smyslu opatření bude částečně podkopat americké demokratického systému.
1.1128202088 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| Na rozdíl od v Kanadě, Spojených státech amerických jsou zodpovědné za organizaci federálních volbách ve Spojených státech.
1.02160560847 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| V Kanadě Americké státy jsou zodpovědné za organizaci federálních voleb ve Spojených státech.
1.2760381139 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| Na rozdíl od Kanady, americké státy jsou odpovědné za organizaci federálních volbách ve Spojených státech.
1.02160560838 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| V kanadě americké státy jsou zodpovědné za organizaci federálních voleb ve spojených státech.
0.856012823678 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| V kanadě americké státy jsou zodpovědné za organizaci spolkových voleb ve spojených státech.
1.34541305853 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| Na rozdíl od v Kanadě, americké státy jsou odpovědné za organizaci federálních volbách ve Spojených státech.
0.846110982447 ||| Na rozdíl od Kanady mají v USA odpovědnost za organizaci federálních voleb jednotlivé státy. ||| Unlike v Kanadě, americké státy jsou zodpovědné za uspořádání federálních voleb ve Spojených státech.
0.930206469421 ||| A v tomto duchu většina amerických vlád od roku 2009 vyhlašuje nové zákony, které ztěžují proces volby nebo zápisu do volebního seznamu. ||| Právě v tomto duchu, že většina amerických vlád, které prošly nové zákony od roku 2009, abyregistrace nebo proces hlasování obtížnější.
1.09327123541 ||| A v tomto duchu většina amerických vlád od roku 2009 vyhlašuje nové zákony, které ztěžují proces volby nebo zápisu do volebního seznamu. ||| V tomto duchu je, že většina amerických vlád prošli nové zákony od roku 2009 registraci nebo hlasovací proces mnohem složitější.
0.585186200109 ||| A v tomto duchu většina amerických vlád od roku 2009 vyhlašuje nové zákony, které ztěžují proces volby nebo zápisu do volebního seznamu. ||| To je v těchto myšlenkách to většina Američana vlády přijaly nové zákony protože 2009 dělat registraci nebo volit proces těžší.
1.12689461772 ||| A v tomto duchu většina amerických vlád od roku 2009 vyhlašuje nové zákony, které ztěžují proces volby nebo zápisu do volebního seznamu. ||| Je to v tomto duchu, že většina amerických vlád schválila nové zákony, které od roku 2009 je registrace nebo hlasovací proces obtížnější.
0.816248615787 ||| A v tomto duchu většina amerických vlád od roku 2009 vyhlašuje nové zákony, které ztěžují proces volby nebo zápisu do volebního seznamu. ||| Je to v tomto duchu, že většina amerických vlád schválila nové zákony, rok 2009 je registrace či hlasování proces složitější.
0.924104297645 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev získal sílu, sleduje roky 2010 volby v listopadu, které viděly 675 nových republikánských zástupců přidaných do 26 států.
0.933620461617 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev obrátkách po listopadu 2010 volby, které 675 nová republikánská zástupci ve 26 států.
0.662801404656 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento fenomén získal hybnost následující listopadu 2010 volby, které viděl 675 nové republikánský zástupce přidán v 26 států.
0.947811466808 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento fenomén získal sílu, po listopadových volbách, které viděly 675 nových republikánských zástupců do 26 zemí.
1.594185834 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev se zhouplo po volbách v listopadu 2010, které viděl 675 nové republikánští zástupci přidal ve 26 státech.
1.51461992804 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev nabíral rychlost po listopadu 2010 voleb, který viděl 675 nových republikánských zástupců přidaných v 26 státech.
1.0156250362 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev získal sílu, v roce 2010 volby v listopadu, které viděly 675 nových republikánských zástupců přidávaných do 26 států.
1.72896183091 ||| Tento jev zaznamenal rozmach po volbách v listopadu 2010, během nichž přibylo 675 nových republikánských zástupců ve 26 státech. ||| Tento jev nabral na obrátkách po volbách v listopadu 2010, který viděl 675 nových republikánští zástupci přidal ve 26 státech.
0.768016297757 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| V důsledku toho 180 účty omezení výkonu práva hlasovat ve 41 státech byly zavedeny v roce 2011 sám.
0.326080779015 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| Jako výsledek 180 účtů omezení výkonu práva volit ve 41 států byly zavedeny pouze v roce 2011.
0.432653239774 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| Jako výsledek, 180 účtů omezovat cvičení práva zvolit 41 států bylo představeno v roce 2011 osamoceně.
0.761034487337 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| V důsledku 180 zákonů omezujících výkon práva hlasovat v 41 státech bylo zavedeno v roce 2011.
0.592640889452 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| To má za následek, že 180 bankovek, které omezují výkon volebního práva v 41 zemích byla zavedena v roce 2011 sama.
0.876403801696 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| Jako výsledek 180 zákonů omezujících výkon práva volit v 41 státech bylo zavedeno v roce 2011 jen.
0.658057469595 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| V důsledku 180 zákony omezujících výkon práva hlasovat v 41 státech byly zavedeny v roce 2011.
0.533925113194 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| V důsledku toho 180 účty omezení výkonu práva hlasovat ve 41 zemích byla zavedena v roce 2011 sám.
0.532869410436 ||| Následkem toho bylo jen za rok 2011 předloženo 180 návrhů zákona omezujících volební právo ve 41 státech. ||| V důsledku toho 180 účty omezení uplatňovat právo hlasovat ve 41 státy byly zavedeny v roce 2011.
1.08736771173 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před volbami v roce 2006, žádný americký stát požaduje, aby voliči ukázat průkaz.
1.00755765722 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před 2006 volbami, žádný americký stát vyžadoval, aby voliči ukázal fotce průkaz totožnosti.
0.870081928902 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před lety 2006 volbami žádný USA stát nepožadoval, aby voliči ukázali fotografickou ID kartu.
1.07620679346 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před volbami v roce 2006, žádný americký stát musí voličům ukázat foto ID kartu.
1.24869541644 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před volbami v roce 2006, ani v USA stát povinen voliči ukázat průkaz totožnosti s fotografií kartu.
1.04947883137 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před volbami v roce 2006 žádný stát USA nepožádala, aby voliči ukázali fotografickou id kartu.
1.08258818659 ||| Před volbami v roce 2006 nevyžadoval na voličích předložení půkazu totožnosti s fotografií žádný americký stát. ||| Před volbami v roce 2006 žádný stát USA nezbytné voliči Ukázat fotografie ID kartu.
0.926605527046 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byla první stát zavést takový požadavek.
0.994506554873 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byl prvním státem zavést takový požadavek.
0.705610429649 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byl první stát prosadit takový požadavek.
0.92325195855 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Byla první státě Indiana zavést takový požadavek.
0.518015442586 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byl první stát uložit takovou povinnost.
1.21928402807 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byla prvním státem zavést takový požadavek.
0.927073794482 ||| Prvním státem, který tento požadavek zavedl, byla Indiana. ||| Indiana byla první State uložit takový požadavek.
1.34593449515 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 nejvyšší soud spojených států potvrdilo ústavnost práva v Indianě.
1.54742538474 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 Nejvyšší soud Spojených států potvrdil ústavnost zákona Indiana.
1.07600822226 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 Nejvyšší soud Spojených států dodrženy ústavností tohoto Indiana práva.
1.31999417358 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 Nejvyšší soud Spojených států potvrdil ústavnost práva Indiany.
1.54590316145 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 potvrdil Nejvyšší soud Spojených států ústavnosti zákona Indiana.
1.34095855457 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 nejvyšší soud spojených států potvrdil ústavnost Indiany.
0.910362985402 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008, nejvyšší soud Spojených států obhájil uzákonění ústavou Indiana práva.
0.696688966512 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008, the Supreme Court of the United States dodržovat ústavnost zákona z Indiany.
1.47411424249 ||| Ústavnost indianského zákona potvrdil v roce 2008 Nejvyšší soud USA. ||| V roce 2008 Nejvyšší soud Spojených států dodržovat ústavnost zákona v Indianě.
1.03635003718 ||| Republikánské úřady spěchaly s rozšířením tohoto postupu i do ostatních států. ||| Republikánské orgány byly rychle rozšířit tuto praxi do jiných států.
0.388119653387 ||| Republikánské úřady spěchaly s rozšířením tohoto postupu i do ostatních států. ||| Republikánské orgány byly rychle rozšířit tuto praxi na jiné státy.
0.388204736685 ||| Republikánské úřady spěchaly s rozšířením tohoto postupu i do ostatních států. ||| Republikánské orgány byly rychlé, rozšířit tuto praxi na jiné státy.
0.557567786395 ||| Republikánské úřady spěchaly s rozšířením tohoto postupu i do ostatních států. ||| Republikánské úřady byly připravené rozšířit tuto praxi k jiný States.
0.936874301962 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Během posledních dvou let se sponzorována účty ve 34 státech vynutit voličům ukázat průkaz totožnosti s fotografií kartu.
0.836202468316 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| V posledních dvou letech je předkládané návrhy zákonů ve 34 státech nutit voličům ukázat průkaz.
0.786952234465 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Během posledních dvou let, předkládané návrhy zákonů ve 34 státech, aby voličům ukázat foto ID kartu.
0.439329934251 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Během posledních dvou let, jsou sponzorovány účty ve 34 státech donutit voličům ukázat foto ID kartu.
0.748827979819 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Přes poslední dva roky sponzorovali účty v 34 státech, přinutí voliči ukázat fotografickou ID kartu.
0.484183583484 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| V posledních dvou letech sponzoroval účty ve 35 státech přimět voliče Ukázat fotografie ID kartu.
0.634997760792 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Přes minulost dva roky, oni sponzorovali účty v 34 státech přinutit voliče ukázat fotce průkaz totožnosti.
0.675462534656 ||| Za poslední dva roky podpořily návrhy takových zákonů ve 34 státech s cílem přinutit voliče, aby předkládali průkazy totožnosti s fotografií. ||| Během posledních dvou let, sponzorovali bankovky ve 34 státech, přinutí, aby voliči ukazují na průkaz.
1.90177238684 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je to důležité poznamenat, že na rozdíl od Québeku američtí občané nemají univerzální ID kartu jako karta zdravotního pojištění.
1.81666133049 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité si uvědomit, že na rozdíl od Quebec, američtí občané nemají univerzální kartu jako průkaz zdravotního pojištění.
1.9152051509 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| To je důležité si všimnout toho, na rozdíl od Quebeku, američtí občané nemají univerzální průkaz totožnosti takový jako karta zdravotního pojištění.
1.91261829714 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité poznamenat, že na rozdíl od Quebec, američtí občané nemají univerzální identifikační kartu jako průkazu zdravotního pojištění.
1.9772885501 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité poznamenat, že, na rozdíl od Quebec, američtí občané nemají univerzální průkaz jako průkaz zdravotního pojištění.
1.93921559147 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité si uvědomit, že na rozdíl od Quebec, američtí občané nemají univerzální průkaz jako průkaz zdravotního pojištění.
2.14089876286 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité poznamenat, že na rozdíl od Quebeku, američtí občané nemají univerzální průkaz jako průkaz zdravotního pojištění.
1.92797146292 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité si uvědomit, že na rozdíl od Quebec, američtí občané nemají univerzální občanský průkaz, jako například průkaz zdravotního pojištění.
1.86530543757 ||| Je třeba poznamenat, že na rozdíl od Quebeku nemají američtí občané univerzální průkaz totožnosti, jako je karta zdravotního pojištění. ||| Je důležité upozornit na to, že na rozdíl od Québeku američtí občané nemají univerzální id kartu jako karta zdravotního pojištění.
0.973652578011 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| 11 % Amerických občanů, tedy 21 milionů lidí hlasování věku, ve skutečnosti nemají foto ID kartou vydanou vládní agenturou svého státu.
1.33937050778 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti 11% amerických občanů, tj. 21 milionů lidí, kteří dosáhli volebního věku nemá fotografický id průkazu vydaného státním orgánem našeho státu.
1.45048178466 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti, 11% amerických občanů, tj. 21 milionů lidí ve věku hlasování, které neovládáte foto ID karty vydané vládní agentura jejich státu.
0.977294898402 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti, 11 % amerických občanů, tj. 21 miliónů lidí v hlasovacím věku, neposednou fotografický průkaz totožnosti vydaný vládní agenturou jejich State.
1.3836099856 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti 11% amerických občanů, tj. 21 milionů lidí hlasovacího věku nemají průkaz vydaný státním orgánem svého státu.
1.13863044567 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti, 11% amerických občanů, tj. 21 milionů lidí z volebního věku, nemají foto ID karty vydané vládní agentura svého státu.
0.993432256891 ||| Ve skutečnosti nevlastní 11% amerických občanů, tj. 21 milionů osob ve věku umožňujícím volit, žádný průkaz totožnosti s fotografií vydaný vládním úřadem jejich státu. ||| Ve skutečnosti, 11% amerických občanů, tj. 21 milionů lidí z volební věk, nemají průkaz vydaný vládního úřadu své země.
1.15034782713 ||| Dále nemá takový průkaz totožnosti asi pět milionů nových voličů v roce 2012. ||| Navíc pět milionů nových voličů v roce 2012 nemají takovou identifikaci.
1.21280116905 ||| Dále nemá takový průkaz totožnosti asi pět milionů nových voličů v roce 2012. ||| Navíc pět milionů nových voličů, v roce 2012 nemá tyto identifikace.
1.1056185977 ||| Dále nemá takový průkaz totožnosti asi pět milionů nových voličů v roce 2012. ||| Navíc, pět miliónů nových voličů v roce 2012 nemá takovou identifikaci.
1.10225050738 ||| Dále nemá takový průkaz totožnosti asi pět milionů nových voličů v roce 2012. ||| Navíc pět milionu nových voličů, v roce 2012 nemají takové označení.
1.10526464964 ||| Dále nemá takový průkaz totožnosti asi pět milionů nových voličů v roce 2012. ||| Navíc pět miliónů nových voličů v roce 2012 nemá tuto identifikaci.
1.23943494796 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často náklady než sto dolarů získat požadované průkazu totožnosti.
0.748377893926 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často stojí přes sto dolarů získat potřebné identifikační kartu.
1.16410115466 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často stojí více než sto dolarů získat požadované identifikační kartu.
0.982017452447 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často stojí přes sto dolarů, aby získali potřebný průkaz totožnosti.
1.17122433369 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často stojí přes sto dolarů za účelem získání požadovaného průkaz totožnosti.
0.968677661005 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A často stojí přes sto dolarů, aby získal požadovaný doklad totožnosti.
0.86078514924 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často náklady přes sto dolarů získat potřebný průkaz totožnosti.
1.60545714288 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A to často stojí více než sto dolarů pro získání požadovaného průkazu totožnosti.
1.12778408318 ||| Pořízení požadovaného průkazu totožnosti navíc stojí často více než sto dolarů. ||| A často stojí přes sto dolarů, aby získalo požadovaný průkaz totožnosti.
